work_year,job_title,job_category,salary_currency,salary,salary_in_usd,experience_level,employment_type,work_setting,company_location,company_size
2023,Data DevOps Engineer,Data Engineering,EUR,88000,95012,Mid-level,Full-time,Hybrid,Germany,L
2023,Data Architect,Data Architecture and Modeling,USD,186000,186000,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,81800,81800,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,212000,212000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,93300,93300,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,100000,100000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,USD,224400,224400,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,USD,138700,138700,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,210000,210000,Executive,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,168000,168000,Executive,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,224400,224400,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,138700,138700,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,GBP,35000,43064,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,GBP,30000,36912,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,USD,95000,95000,Entry-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,75000,75000,Entry-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,300000,300000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,234000,234000,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,140000,140000,Mid-level,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,120000,120000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,155000,155000,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,266500,266500,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,152000,152000,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200,Mid-level,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,Mid-level,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,273400,273400,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,182200,182200,Senior,Full-time,In-person,United States,M
2023,BI Developer,BI and Visualization,USD,167500,167500,Senior,Full-time,In-person,United States,M
2023,BI Developer,BI and Visualization,USD,106500,106500,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,185900,185900,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,129300,129300,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000,Mid-level,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600,Mid-level,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,122000,122000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,94500,94500,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,247300,247300,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,139700,139700,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,176000,176000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,100000,100000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,247600,247600,Senior,Full-time,In-person,United States,L
2023,Research Scientist,Data Science and Research,USD,127300,127300,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,223400,223400,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,186200,186200,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,167500,167500,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,106500,106500,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,185900,185900,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,129300,129300,Senior,Full-time,In-person,United States,M
2023,Research Analyst,Data Science and Research,USD,72000,72000,Entry-level,Full-time,Remote,United States,M
2023,Research Analyst,Data Science and Research,USD,64000,64000,Entry-level,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,179820,179820,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,143860,143860,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,283050,283050,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,188700,188700,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,133000,133000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,58400,58400,Mid-level,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,141298,141298,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,115607,115607,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,100000,100000,Entry-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,75000,75000,Entry-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,266500,266500,Senior,Full-time,In-person,Canada,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,144400,144400,Senior,Full-time,In-person,Canada,M
2023,Data Engineer,Data Engineering,GBP,58000,71363,Senior,Full-time,In-person,United Kingdom,M
2023,Data Engineer,Data Engineering,GBP,45000,55368,Senior,Full-time,In-person,United Kingdom,M
2023,Research Scientist,Data Science and Research,USD,287500,287500,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,156000,156000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,90000,90000,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,70000,70000,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,199000,199000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,162000,162000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,170884,170884,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,113923,113923,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,184000,184000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,123000,123000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,235750,235750,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,174250,174250,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,165000,165000,Mid-level,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,118800,118800,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,225000,225000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,150000,150000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,213900,213900,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,116800,116800,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,220000,220000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,150000,150000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,150000,150000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,100000,100000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,247500,247500,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,172200,172200,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,155000,155000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,120000,120000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,226700,226700,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,133300,133300,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,184000,184000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,123000,123000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,117000,117000,Senior,Full-time,In-person,United States,M
2023,Data Science Engineer,Data Science and Research,USD,160000,160000,Senior,Full-time,Remote,United States,M
2023,Data Science Engineer,Data Science and Research,USD,140000,140000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,166000,166000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,73000,73000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,185900,185900,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,129300,129300,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,104000,104000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,143000,143000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,116000,116000,Senior,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,165000,165000,Mid-level,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,118800,118800,Mid-level,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,220000,220000,Mid-level,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,180000,180000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,184000,184000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,123000,123000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,215000,215000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,200000,200000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,253000,253000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,131000,131000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,220000,220000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,176000,176000,Senior,Full-time,In-person,United States,M
2023,Data Quality Analyst,Data Quality and Operations,GBP,40000,49216,Entry-level,Full-time,Remote,United Kingdom,M
2023,Data Quality Analyst,Data Quality and Operations,GBP,30000,36912,Entry-level,Full-time,Remote,United Kingdom,M
2023,Data Scientist,Data Science and Research,USD,210000,210000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,147000,147000,Senior,Full-time,In-person,United States,M
2023,Data Product Manager,Leadership and Management,USD,186000,186000,Mid-level,Full-time,In-person,United States,M
2023,Data Product Manager,Leadership and Management,USD,161000,161000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,205000,205000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,152000,152000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,220000,220000,Mid-level,Full-time,Remote,Canada,M
2023,Data Engineer,Data Engineering,USD,190000,190000,Mid-level,Full-time,Remote,Canada,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,205000,205000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,152000,152000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,137000,137000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,172000,172000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,146000,146000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,148000,148000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,99000,99000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,150000,150000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,105000,105000,Entry-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,99000,99000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,52500,52500,Senior,Full-time,In-person,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,180514,180514,Senior,Full-time,Remote,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,108308,108308,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,210000,210000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,147000,147000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,290300,290300,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,196685,196685,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,220000,220000,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,176000,176000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,175000,175000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,130000,130000,Mid-level,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,185000,185000,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,150000,150000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,145000,145000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,115000,115000,Senior,Full-time,In-person,United States,M
2023,MLOps Engineer,Machine Learning and AI,USD,133000,133000,Entry-level,Full-time,In-person,United States,M
2023,MLOps Engineer,Machine Learning and AI,USD,58300,58300,Entry-level,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,115000,115000,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,95000,95000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,GBP,89600,110244,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Engineer,Data Engineering,GBP,32000,39372,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,EUR,40000,43187,Entry-level,Full-time,In-person,Spain,M
2023,Data Scientist,Data Science and Research,EUR,29000,31310,Entry-level,Full-time,In-person,Spain,M
2023,Data Analyst,Data Analysis,GBP,75000,92280,Entry-level,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,GBP,55000,67672,Entry-level,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,GBP,75000,92280,Entry-level,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,GBP,55000,67672,Entry-level,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,EUR,70000,75577,Senior,Full-time,Hybrid,Ireland,L
2023,Deep Learning Engineer,Machine Learning and AI,CAD,409500,303387,Senior,Full-time,Remote,Canada,M
2023,Deep Learning Engineer,Machine Learning and AI,CAD,135000,100017,Senior,Full-time,Remote,Canada,M
2023,Data Engineer,Data Engineering,USD,230300,230300,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,140000,140000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,124935,124935,Senior,Full-time,In-person,South Africa,M
2023,Data Engineer,Data Engineering,USD,76050,76050,Senior,Full-time,In-person,South Africa,M
2023,Data Scientist,Data Science and Research,USD,224800,224800,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,131100,131100,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,258000,258000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,171000,171000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,196000,196000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,121000,121000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,195800,195800,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,171500,171500,Senior,Full-time,In-person,United States,M
2023,Data Modeler,Data Architecture and Modeling,USD,166000,166000,Mid-level,Full-time,In-person,United States,M
2023,Data Modeler,Data Architecture and Modeling,USD,73100,73100,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,220000,220000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,85000,85000,Entry-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,65000,65000,Entry-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,220000,220000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,100000,100000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,185000,185000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,152000,152000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,220000,220000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,100000,100000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,EUR,45000,48585,Senior,Full-time,In-person,Spain,M
2023,Data Scientist,Data Science and Research,EUR,36000,38868,Senior,Full-time,In-person,Spain,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,220000,220000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,100000,100000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,220000,220000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,100000,100000,Mid-level,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,220000,220000,Mid-level,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,100000,100000,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000,Senior,Full-time,Remote,Poland,M
2023,Data Analyst,Data Analysis,USD,80000,80000,Senior,Full-time,Remote,Poland,M
2023,Data Analyst,Data Analysis,GBP,30000,36912,Senior,Full-time,Remote,United Kingdom,S
2023,Data Scientist,Data Science and Research,USD,150200,150200,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,71000,71000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,167200,167200,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,121000,121000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,133000,133000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,58400,58400,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,135000,135000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,110000,110000,Mid-level,Full-time,In-person,United States,M
2023,Data Product Owner,Leadership and Management,GBP,85000,104584,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Product Owner,Leadership and Management,GBP,60000,73824,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,USD,187415,187415,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,114080,114080,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,187415,187415,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,114080,114080,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,166000,166000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,73100,73100,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,306400,306400,Senior,Full-time,In-person,Canada,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,168700,168700,Senior,Full-time,In-person,Canada,M
2023,Data Scientist,Data Science and Research,USD,187415,187415,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,114080,114080,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,GBP,26800,32974,Entry-level,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,GBP,26800,32974,Entry-level,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,USD,165000,165000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,140000,140000,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,150000,150000,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,167000,167000,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,121000,121000,Mid-level,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000,Mid-level,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600,Mid-level,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,190200,190200,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,95100,95100,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,133000,133000,Entry-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,58400,58400,Entry-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,90000,90000,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,70000,70000,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,166000,166000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,73100,73100,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,135000,135000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,100000,100000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,180514,180514,Senior,Full-time,Remote,United Kingdom,M
2023,Data Engineer,Data Engineering,USD,108308,108308,Senior,Full-time,Remote,United Kingdom,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,294000,294000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,192000,192000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,266000,266000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,167000,167000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,150000,150000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,163800,163800,Entry-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,88200,88200,Entry-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,180400,180400,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,138800,138800,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,GBP,55000,67672,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,GBP,45000,55368,Mid-level,Full-time,In-person,United Kingdom,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,319000,319000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,206000,206000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,215000,215000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,142000,142000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,266000,266000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,167000,167000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,140130,140130,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,84870,84870,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,178300,178300,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,105400,105400,Mid-level,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200,Mid-level,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,Mid-level,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,215000,215000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142000,142000,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,240000,240000,Senior,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,210000,210000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,122000,122000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,94500,94500,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,150000,150000,Mid-level,Full-time,In-person,United States,M
2023,Data Science Consultant,Data Science and Research,USD,116000,116000,Senior,Full-time,In-person,United States,M
2023,Data Science Consultant,Data Science and Research,USD,90000,90000,Senior,Full-time,In-person,United States,M
2023,Data Science Consultant,Data Science and Research,USD,145000,145000,Senior,Full-time,In-person,United States,M
2023,Data Science Consultant,Data Science and Research,USD,128000,128000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,154000,154000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,126000,126000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,240000,240000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,157250,157250,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,219650,219650,Executive,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,136000,136000,Executive,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,150000,150000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,180000,180000,Mid-level,Full-time,Remote,United States,M
